"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"SI","2024-04-17","95.1","1.95","6.34","Sánchez, Cristopher",660707,650911,,"foul",,,,,8,"Elehuris Montero strikes out swinging.","R","R","L","PHI","COL","S",,,0,1,2024,"1.56","0.72","0.22","1.61",,,,0,4,"Top",,,,,592663,,,-8.066933333640183,-138.05334257196358,-8.345317434202974,21.756239911777904,31.498161568760608,-21.26114698561851,"3.26","1.63",229,"76.5",28,"95.4",2329,"6.6",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.87",,,,,,,,30,2,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",126,"0","-0.049","77.4354","7.06471"
"CH","2024-04-17","85.3","1.96","6.27","Sánchez, Cristopher",660707,650911,,"called_strike",,,,,8,"Elehuris Montero strikes out swinging.","R","R","L","PHI","COL","S",,,0,0,2024,"1.82","0.46","-0.27","1.9",,,,0,4,"Top",,,,,592663,,,-8.949685644134338,-123.71125502048672,-4.840742431762529,20.508218490721344,26.747841930164704,-26.619482245157954,"3.22","1.6",,,,"85.5",2342,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.74",,,,,,,,30,1,"Changeup",4,1,1,4,1,4,1,4,"Standard","Standard",115,"0","-0.033",,
"SL","2024-04-17","85.3","1.85","6.49","Sánchez, Cristopher",553869,650911,"strikeout","swinging_strike_blocked",,,,,13,"Elias Díaz strikes out swinging.","R","R","L","PHI","COL","S",2,,2,2,2024,"0.01","0.07","-0.75","0.89",,607732,641857,2,3,"Top",,,,,592663,,,-6.179451561408722,-123.98653050730486,-7.074267327624797,1.2773667480592277,24.574183774252532,-30.2595294180429,"3.24","1.5",,,,"86.3",2157,"7",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.54",,0,"0",1,0,0,,26,7,"Slider",4,1,1,4,1,4,1,4,"Standard","Standard",335,"0.039","-0.326","77.21692","7.86153"
"SI","2024-04-17","95.3","1.94","6.49","Sánchez, Cristopher",553869,650911,,"foul",,,,,9,"Elias Díaz strikes out swinging.","R","R","L","PHI","COL","S",,,2,2,2024,"1.62","0.72","0.61","1.83",,607732,641857,2,3,"Top",,,,,592663,,,-7.1839629927822255,-138.42372599484287,-8.278164269041405,22.39402384106761,29.973400844070532,-21.293847070788424,"3.24","1.5",207,"79.3",57,"96.1",2119,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.73",,,,,,,,26,6,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",125,"0","0","76.75552","6.86473"
"SI","2024-04-17","94.3","1.77","6.42","Sánchez, Cristopher",553869,650911,,"blocked_ball",,,,,13,"Elias Díaz strikes out swinging.","R","R","L","PHI","COL","B",,,1,2,2024,"1.6","0.55","-0.71","0.64",,607732,641857,2,3,"Top",,,,,592663,,,-10.080696316217711,-136.64095325041174,-10.618642762593524,22.202392638045477,29.28825519799184,-22.993662801868204,"3.24","1.5",,,,"95.1",2168,"6.9",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.57",,,,,,,,26,5,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",124,"0","0.025",,
"SL","2024-04-17","84.5","1.85","6.47","Sánchez, Cristopher",553869,650911,,"foul",,,,,14,"Elias Díaz strikes out swinging.","R","R","L","PHI","COL","S",,,1,2,2024,"0.18","-0.08","0.32","0.99",,607732,641857,2,3,"Top",,,,,592663,,,-3.97730887866868,-123.00847083440586,-6.406083340265322,2.5601101255720975,21.10325533856388,-32.05670020982774,"3.24","1.5",1,"103.2",-41,"86",2068,"6.9",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.6",,,,,,,,26,4,"Slider",4,1,1,4,1,4,1,4,"Standard","Standard",350,"0","0","73.4062","7.37654"
"SI","2024-04-17","95.2","1.81","6.47","Sánchez, Cristopher",553869,650911,,"called_strike",,,,,4,"Elias Díaz strikes out swinging.","R","R","L","PHI","COL","S",,,1,1,2024,"1.63","0.73","-0.39","2.24",,607732,641857,2,3,"Top",,,,,592663,,,-9.519725477420472,-138.17684845563755,-7.167628307167109,23.007008778665487,29.107666922848612,-21.327621105851545,"3.22","1.5",,,,"96.1",2113,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.71",,,,,,,,26,3,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",121,"0","-0.121",,
"SI","2024-04-17","94.4","1.9","6.46","Sánchez, Cristopher",553869,650911,,"ball",,,,,12,"Elias Díaz strikes out swinging.","R","R","L","PHI","COL","B",,,0,1,2024,"1.46","0.62","1.84","3.16",,607732,641857,2,3,"Top",,,,,592663,,,-3.457020737484215,-137.52150324270696,-4.36888205425128,19.3440848293508,29.02993141892099,-23.487928526521323,"3.24","1.53",,,,"95.4",2091,"6.7",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.78",,,,,,,,26,2,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",117,"0","0.053",,
"SI","2024-04-17","94.4","1.82","6.44","Sánchez, Cristopher",553869,650911,,"called_strike",,,,,9,"Elias Díaz strikes out swinging.","R","R","L","PHI","COL","S",,,0,0,2024,"1.45","0.79","0.71","2",,607732,641857,2,3,"Top",,,,,592663,,,-6.150335245367904,-137.3056559752044,-7.714588435122111,19.65083312591523,28.025937508963413,-20.747977369411977,"3.37","1.55",,,,"95.6",2123,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.7",,,,,,,,26,1,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",120,"0","-0.077",,
"SI","2024-04-17","95","1.92","6.52","Sánchez, Cristopher",641857,650911,"single","hit_into_play",,,,,6,"Ryan McMahon singles on a ground ball to left fielder Brandon Marsh.   Jacob Stallings to 2nd.","R","L","L","PHI","COL","X",7,"ground_ball",0,1,2024,"1.37","0.67","0.31","2.24",,,607732,2,3,"Top",60.47,137.45,,,592663,,,-7.3408738854624715,-138.08561047092385,-7.1355125080085235,19.191972839662835,28.506543492877853,-22.272868540748664,"3.48","1.62",5,"103.2",-21,"95.9",2174,"6.7",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.79",0.177,0.142,"0.9",1,1,0,2,25,2,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",120,"-0.019","0.34",,
"SL","2024-04-17","83.3","1.88","6.53","Sánchez, Cristopher",641857,650911,,"called_strike",,,,,5,"Ryan McMahon singles on a ground ball to left fielder Brandon Marsh.   Jacob Stallings to 2nd.","R","L","L","PHI","COL","S",,,0,0,2024,"-0.02","-0.33","0.02","2.46",,,607732,2,3,"Top",,,,,592663,,,-4.272238487964374,-121.34139648590958,-2.256751151145937,0.5849823775584925,23.344542949404982,-35.25917378419507,"3.59","1.63",,,,"84.1",2071,"6.7",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.78",,,,,,,,25,1,"Slider",4,1,1,4,1,4,1,4,"Standard","Standard",322,"0","-0.039",,
"SL","2024-04-17","84","1.93","6.51","Sánchez, Cristopher",686668,650911,"field_out","hit_into_play",,,,,9,"Brenton Doyle lines out to second baseman Bryson Stott.","R","R","L","PHI","COL","X",4,"line_drive",0,0,2024,"0.08","-0.21","0.68","2.17",,,607732,1,3,"Top",133.42,144.29,,,592663,,,-3.098329795290966,-122.33574265754461,-3.258580079269481,1.4463464894241216,24.55644312481677,-33.828243328438596,"3.44","1.63",144,"83.6",10,"84.9",1985,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.65",0.509,0.471,"0",1,0,0,4,24,1,"Slider",4,1,1,4,1,4,1,4,"Standard","Standard",329,"0.026","-0.301","70.89653","7.77439"
"CH","2024-04-17","85.5","2.06","6.31","Sánchez, Cristopher",678662,650911,"strikeout","swinging_strike_blocked",,,,,14,"Ezequiel Tovar strikes out swinging.","R","R","L","PHI","COL","S",2,,1,2,2024,"1.66","-0.01","0.4","0.28",,,607732,0,3,"Top",,,,,592663,,,-7.338238604487578,-124.1748919763984,-7.992873767539029,18.643714692380215,23.945578951068065,-30.887847615677263,"3.28","1.5",,,,"86.5",1977,"6.9",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.57",,0,"0",1,0,0,,23,5,"Changeup",4,1,1,4,1,4,1,4,"Standard","Standard",101,"0.033","-0.275","70.53754","8.78114"
"SL","2024-04-17","84.2","1.96","6.48","Sánchez, Cristopher",678662,650911,,"foul",,,,,8,"Ezequiel Tovar strikes out swinging.","R","R","L","PHI","COL","S",,,1,2,2024,"-0.08","-0.11","0.02","1.62",,,607732,0,3,"Top",,,,,592663,,,-4.402573530192853,-122.43183226489396,-4.615715263801569,0.14810658617958453,27.34480451650495,-32.51551566726999,"3.28","1.5",3,"95.6",-28,"84.6",2124,"6.9",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.6",,,,,,,,23,4,"Slider",4,1,1,4,1,4,1,4,"Standard","Standard",335,"0","0","75.77058","8.25404"
"CH","2024-04-17","85.6","1.96","6.47","Sánchez, Cristopher",678662,650911,,"ball",,,,,13,"Ezequiel Tovar strikes out swinging.","R","R","L","PHI","COL","B",,,0,2,2024,"1.84","0.52","-0.37","1.43",,,607732,0,3,"Top",,,,,592663,,,-9.302903757967961,-124.06795017007323,-6.5895990924735335,20.929753324975866,28.154348276603482,-25.562834668979875,"3.23","1.55",,,,"85.7",2119,"6.9",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.59",,,,,,,,23,3,"Changeup",4,1,1,4,1,4,1,4,"Standard","Standard",116,"0","0.05",,
"CH","2024-04-17","85.6","2.09","6.46","Sánchez, Cristopher",678662,650911,,"swinging_strike",,,,,14,"Ezequiel Tovar strikes out swinging.","R","R","L","PHI","COL","S",,,0,1,2024,"1.8","0.26","1.02","2.27",,,607732,0,3,"Top",,,,,592663,,,-6.241777070424911,-124.34691703947911,-4.037373231017508,19.940956228213746,28.97153429629533,-28.83880745518277,"3.28","1.5",,,,"85.7",2233,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.69",,,,,,,,23,2,"Changeup",4,1,1,4,1,4,1,4,"Standard","Standard",118,"0","-0.073","71.04804","8.8369"
"SL","2024-04-17","83","1.9","6.53","Sánchez, Cristopher",678662,650911,,"called_strike",,,,,3,"Ezequiel Tovar strikes out swinging.","R","R","L","PHI","COL","S",,,0,0,2024,"-0.14","-0.19","0.29","2.93",,,607732,0,3,"Top",,,,,592663,,,-3.4675911591698476,-120.98984497603108,-1.4443919059139465,-0.7527271728288728,22.307297487821142,-34.01912114605868,"3.44","1.6",,,,"84.3",2121,"6.9",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.6",,,,,,,,23,1,"Slider",4,1,1,4,1,4,1,4,"Standard","Standard",311,"0","-0.063",,
"CH","2024-04-17","83.6","1.98","6.38","Sánchez, Cristopher",607732,650911,"single","hit_into_play",,,,,3,"Jacob Stallings singles on a ground ball to left fielder Brandon Marsh.","R","R","L","PHI","COL","X",7,"ground_ball",1,2,2024,"1.74","0.1","0.36","2.82",,,,0,3,"Top",88.41,114.54,,,592663,,,-7.215838072656114,-121.60585438046249,-1.967722333577198,18.72405514466902,23.770197647843858,-31.025672250156525,"3.27","1.51",14,"89.4",-10,"84",1969,"6.6",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.92",0.137,0.095,"0.9",1,1,0,2,22,4,"Changeup",4,1,1,4,1,4,1,4,"Standard","Standard",108,"-0.036","0.463","65.89434","7.1624"
"SI","2024-04-17","93.8","1.79","6.46","Sánchez, Cristopher",607732,650911,,"called_strike",,,,,7,"Jacob Stallings singles on a ground ball to left fielder Brandon Marsh.","R","R","L","PHI","COL","S",,,1,1,2024,"1.49","0.79","-0.4","2.12",,,,0,3,"Top",,,,,592663,,,-8.976150283832784,-136.18457954472404,-7.266608182781326,20.506664233193828,29.509317885898056,-20.92618149535627,"3.47","1.63",,,,"94.1",2068,"6.5",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.96",,,,,,,,22,3,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",120,"0","-0.051",,
"SI","2024-04-17","94.6","1.88","6.49","Sánchez, Cristopher",607732,650911,,"swinging_strike",,,,,2,"Jacob Stallings singles on a ground ball to left fielder Brandon Marsh.","R","R","L","PHI","COL","S",,,1,0,2024,"1.43","0.88","0.25","2.92",,,,0,3,"Top",,,,,592663,,,-7.480679127146024,-137.51713737129387,-5.613937894923063,19.7968863543124,30.278619959295195,-19.91535446065816,"3.27","1.51",,,,"95.1",2235,"6.6",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.88",,,,,,,,22,2,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",128,"0","-0.044","65.52119","6.15999"
"SI","2024-04-17","94.2","1.75","6.41","Sánchez, Cristopher",607732,650911,,"ball",,,,,13,"Jacob Stallings singles on a ground ball to left fielder Brandon Marsh.","R","R","L","PHI","COL","B",,,0,0,2024,"1.41","1.04","-0.03","1.32",,,,0,3,"Top",,,,,592663,,,-7.790297618650141,-136.7424457884773,-9.87446350915123,19.376713559022846,28.998725135080612,-17.174627726345967,"3.44","1.65",,,,"94.9",2191,"6.7",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.77",,,,,,,,22,1,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",123,"0","0.034",,
"CH","2024-04-17","85","1.99","6.36","Sánchez, Cristopher",676701,650911,"grounded_into_double_play","hit_into_play",,,,,14,"Alan Trejo grounds into a double play, second baseman Bryson Stott to shortstop Trea Turner to first baseman Bryce Harper.   Sean Bouchard out at 2nd.    Alan Trejo out at 1st.","R","R","L","PHI","COL","X",4,"ground_ball",0,2,2024,"1.64","0.01","1.18","1.49",,,656248,1,2,"Top",143.27,147.62,,,592663,,,-5.248109931475763,-123.7347549069969,-5.213199730157968,17.905531707375406,23.90290412934219,-31.208589517603258,"3.48","1.67",64,"71.1",5,"86.3",1840,"7",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.48",0.197,0.176,"0",1,0,0,2,16,3,"Changeup",4,1,1,4,1,4,1,4,"Standard","Standard",110,"0.045","-0.261","61.37948","7.39831"
"SI","2024-04-17","94.8","1.94","6.51","Sánchez, Cristopher",676701,650911,,"foul",,,,,12,"Alan Trejo grounds into a double play, second baseman Bryson Stott to shortstop Trea Turner to first baseman Bryce Harper.   Sean Bouchard out at 2nd.    Alan Trejo out at 1st.","R","R","L","PHI","COL","S",,,0,1,2024,"1.52","0.73","1.03","3.41",,,656248,1,2,"Top",,,,,592663,,,-5.831438159015903,-137.95426190558084,-4.089541975225094,20.66348016621631,30.286201584841802,-22.112383280914138,"3.48","1.67",235,"75.5",30,"95.7",2210,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.73",,,,,,,,16,2,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",123,"0","-0.061","63.60862","6.89511"
"SI","2024-04-17","94.7","1.91","6.48","Sánchez, Cristopher",676701,650911,,"swinging_strike",,,,,14,"Alan Trejo grounds into a double play, second baseman Bryson Stott to shortstop Trea Turner to first baseman Bryce Harper.   Sean Bouchard out at 2nd.    Alan Trejo out at 1st.","R","R","L","PHI","COL","S",,,0,0,2024,"1.68","0.6","0.94","2.33",,,656248,1,2,"Top",,,,,592663,,,-6.378161369678524,-137.66568910381153,-6.524492939591091,22.839099661273885,31.093679819307102,-23.232370694749793,"3.48","1.67",,,,"95.5",2236,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.66",,,,,,,,16,1,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",126,"0","-0.047","65.32036","6.49639"
"SI","2024-04-17","94.5","1.87","6.5","Sánchez, Cristopher",669911,650911,"strikeout","called_strike",,,,,13,"Michael Toglia called out on strikes.","R","R","L","PHI","COL","S",2,,3,2,2024,"1.77","0.71","-0.86","1.83",,,656248,0,2,"Top",,,,,592663,,,-11.15804950159755,-137.01375261749928,-8.074960300525815,24.771015084416447,31.35966093747946,-21.434223435291674,"3.78","1.8",,,,"95",2227,"6.9",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.62",,0,"0",1,0,0,,15,6,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",124,"0.031","-0.518",,
"SL","2024-04-17","83.8","1.82","6.5","Sánchez, Cristopher",669911,650911,,"ball",,,,,13,"Michael Toglia called out on strikes.","R","R","L","PHI","COL","B",,,2,2,2024,"-0.06","-0.23","-0.15","1.5",,,656248,0,2,"Top",,,,,592663,,,-4.46994414670887,-122.0120830986041,-4.798150659859404,0.14054188731028125,21.48492719056161,-33.811403708740954,"3.88","1.8",,,,"85.2",2104,"6.9",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.55",,,,,,,,15,5,"Slider",4,1,1,4,1,4,1,4,"Standard","Standard",330,"0","0.176",,
"SI","2024-04-17","93.9","1.86","6.47","Sánchez, Cristopher",669911,650911,,"foul",,,,,8,"Michael Toglia called out on strikes.","R","R","L","PHI","COL","S",,,2,1,2024,"1.63","0.92","0.17","1.72",,,656248,0,2,"Top",,,,,592663,,,-8.086718422757972,-136.38424873138183,-8.719627601907687,22.164332500459707,28.867485643544576,-18.99949722553657,"3.62","1.77",281,"86.7",28,"95.1",2185,"7",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.51",,,,,,,,15,4,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",125,"0","-0.072","73.34461","6.7514"
"CH","2024-04-17","85.6","2","6.35","Sánchez, Cristopher",669911,650911,,"ball",,,,,13,"Michael Toglia called out on strikes.","R","R","L","PHI","COL","B",,,1,1,2024,"1.55","0.2","-0.34","1",,,656248,0,2,"Top",,,,,592663,,,-8.754678783805275,-124.38724160484763,-6.868542436043809,17.744479197980997,21.96002706836524,-29.007675610298726,"3.8","1.87",,,,"87",2227,"7",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.49",,,,,,,,15,3,"Changeup",4,1,1,4,1,4,1,4,"Standard","Standard",112,"0","0.065",,
"SI","2024-04-17","93.8","1.95","6.45","Sánchez, Cristopher",669911,650911,,"ball",,,,,14,"Michael Toglia called out on strikes.","R","R","L","PHI","COL","B",,,0,1,2024,"1.66","0.74","1.19","2.23",,,656248,0,2,"Top",,,,,592663,,,-5.6973954801977635,-136.34434380375646,-6.883424312383596,22.034488241540412,28.749201783483446,-21.65567991662444,"3.94","1.92",,,,"94.7",2229,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.7",,,,,,,,15,2,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",120,"0","0.052",,
"SI","2024-04-17","93.5","1.85","6.47","Sánchez, Cristopher",669911,650911,,"called_strike",,,,,7,"Michael Toglia called out on strikes.","R","R","L","PHI","COL","S",,,0,0,2024,"1.51","0.85","-0.31","1.84",,,656248,0,2,"Top",,,,,592663,,,-8.992750777445588,-135.78862152901905,-8.154277093493784,20.64122403321432,27.921025383300886,-20.066499908929725,"3.82","1.87",,,,"94.7",2189,"6.9",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.57",,,,,,,,15,1,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",122,"0","-0.063",,
"SL","2024-04-17","83","1.86","6.51","Sánchez, Cristopher",656248,650911,"single","hit_into_play",,,,,13,"Sean Bouchard singles on a line drive to left fielder Brandon Marsh.","R","R","L","PHI","COL","X",7,"line_drive",1,1,2024,"-0.01","-0.33","-0.05","1.56",,,,0,2,"Top",51.53,113.26,,,592663,,,-4.403890975309669,-120.77678479959634,-4.264518204391321,0.7481424494350268,22.38837090369596,-34.85774077116476,"3.5","1.69",236,"80.2",23,"83.8",2063,"6.7",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.82",0.617,0.57,"0.9",1,1,0,4,14,3,"Slider",4,1,1,4,1,4,1,4,"Standard","Standard",331,"-0.034","0.413","75.2017","8.1554"
"SL","2024-04-17","81.2","1.82","6.51","Sánchez, Cristopher",656248,650911,,"ball",,,,,13,"Sean Bouchard singles on a line drive to left fielder Brandon Marsh.","R","R","L","PHI","COL","B",,,0,1,2024,"0.08","-0.68","-0.56","1.18",,,,0,2,"Top",,,,,592663,,,-5.502902560808903,-118.05576633791796,-3.95691317413671,1.8338178938946625,24.094390546437374,-37.93005956501549,"3.61","1.77",,,,"81.3",2027,"6.6",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.93",,,,,,,,14,2,"Slider",4,1,1,4,1,4,1,4,"Standard","Standard",315,"0","0.023",,
"SI","2024-04-17","93.6","1.77","6.49","Sánchez, Cristopher",656248,650911,,"called_strike",,,,,4,"Sean Bouchard singles on a line drive to left fielder Brandon Marsh.","R","R","L","PHI","COL","S",,,0,0,2024,"1.57","0.92","-0.41","2.42",,,,0,2,"Top",,,,,592663,,,-9.153313399961599,-135.7956862439555,-6.778397374377424,21.482897497535426,30.529533823972635,-19.48306847625157,"3.54","1.72",,,,"93.9",2172,"6.7",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.79",,,,,,,,14,1,"Sinker",4,1,1,4,1,4,1,4,"Standard","Standard",131,"0","-0.033",,
"SL","2024-04-17","84.2","2","6.43","Sánchez, Cristopher",660707,650911,"strikeout","swinging_strike",,,,,13,"Elehuris Montero strikes out swinging.","R","R","L","PHI","COL","S",2,,2,2,2024,"-0.09","-0.25","-0.16","1.34",686668,,,2,1,"Top",,,,,592663,,,-4.869004234567364,-122.52685830524398,-5.032888931257611,0.043841802327949625,22.993011324617083,-33.898006979769264,"3.26","1.63",,,,"85.1",2061,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.74",,0,"0",1,0,0,,5,6,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",321,"0.033","-0.244","76.66459","8.35207"
"CH","2024-04-17","86","2.14","6.39","Sánchez, Cristopher",660707,650911,,"foul",,,,,14,"Elehuris Montero strikes out swinging.","R","R","L","PHI","COL","S",,,2,2,2024,"1.54","0.12","1.56","2.18",686668,,,2,1,"Top",,,,,592663,,,-4.551199018921622,-125.18531652079629,-4.047274691209938,17.144681148470486,24.81842082526898,-30.31199689922057,"3.26","1.63",106,"64.1",12,"87",1985,"6.9",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.65",,,,,,,,5,5,"Changeup",0,1,1,0,1,0,1,0,"Standard","Standard",110,"0","0","69.38021","6.84829"
"CH","2024-04-17","87.1","2.02","6.36","Sánchez, Cristopher",660707,650911,,"blocked_ball",,,,,14,"Elehuris Montero strikes out swinging.","R","R","L","PHI","COL","B",,,1,2,2024,"1.68","0.07","0.3","0.11",686668,,,2,1,"Top",,,,,592663,,,-7.650661130147609,-126.38831340212175,-9.053278954317168,19.558837930402376,25.783566109440315,-29.668398479951893,"3.32","1.65",,,,"87.9",2145,"7",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.53",,,,,,,,5,4,"Changeup",0,1,1,0,1,0,1,0,"Standard","Standard",114,"0","0.021",,
"SI","2024-04-17","95.2","1.98","6.41","Sánchez, Cristopher",660707,650911,,"swinging_strike",,,,,6,"Elehuris Montero strikes out swinging.","R","R","L","PHI","COL","S",,,1,1,2024,"1.58","0.87","0.82","2.26",686668,,,2,1,"Top",,,,,592663,,,-6.637774704316776,-138.28414815794875,-7.2337451681768705,21.78237748684345,31.187725974110283,-19.587996062828918,"3.26","1.63",,,,"95.9",2244,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.67",,,,,,,,5,3,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",120,"0","-0.088","77.72506","6.81432"
"CH","2024-04-17","86.5","2.11","6.35","Sánchez, Cristopher",660707,650911,,"swinging_strike",,,,,14,"Elehuris Montero strikes out swinging.","R","R","L","PHI","COL","S",,,1,0,2024,"1.72","0.13","0.4","1.2",686668,,,2,1,"Top",,,,,592663,,,-7.636879814781059,-125.69079522081232,-6.355756258141961,19.74533240250891,26.19227775942268,-29.685005448464008,"3.26","1.63",,,,"87",2217,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.73",,,,,,,,5,2,"Changeup",0,1,1,0,1,0,1,0,"Standard","Standard",109,"0","-0.047","80.73262","8.16105"
"SI","2024-04-17","94.8","2.05","6.39","Sánchez, Cristopher",660707,650911,,"ball",,,,,14,"Elehuris Montero strikes out swinging.","R","R","L","PHI","COL","B",,,0,0,2024,"1.52","0.98","1.57","2.13",686668,,,2,1,"Top",,,,,592663,,,-4.685370868175815,-137.79796979038375,-7.7259663153008935,20.355152472271087,30.20986988702859,-18.167154222008623,"3.37","1.7",,,,"95.7",2200,"6.8",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.66",,,,,,,,5,1,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",120,"0","0.039",,
"CH","2024-04-17","85.1","2.09","6.32","Sánchez, Cristopher",553869,650911,"field_out","hit_into_play",,,,,14,"Elias Díaz grounds out, shortstop Trea Turner to first baseman Bryce Harper.   Ezequiel Tovar scores.    Brenton Doyle to 3rd.","R","R","L","PHI","COL","X",6,"ground_ball",2,2,2024,"1.69","-0.05","0.86","1.26",678662,686668,,1,1,"Top",113.8,161.37,,,592663,,,-6.322308749649884,-123.74475610889415,-5.492447423104393,18.58597745928453,25.17198096743522,-31.70878885305127,"3.24","1.5",3,"85.4",-22,"85.9",1830,"6.9",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.63",0.091,0.07,"0",1,0,0,2,4,5,"Changeup",0,0,0,0,1,0,1,0,"Standard","Standard",105,"-0.005","-0.125","67.91981","7.18893"
"CH","2024-04-17","86.3","2.06","6.34","Sánchez, Cristopher",553869,650911,,"blocked_ball",,,,,14,"Elias Díaz grounds out, shortstop Trea Turner to first baseman Bryce Harper.   Ezequiel Tovar scores.    Brenton Doyle to 3rd.","R","R","L","PHI","COL","B",,,1,2,2024,"1.63","0.08","0.24","0.64",678662,686668,,1,1,"Top",,,,,592663,,,-7.727953721062026,-125.23799511988926,-7.5275105225350245,18.722942117512133,25.517236050926094,-29.90688575157842,"3.2","1.45",,,,"87",1929,"6.9",745591,650911,592663,547180,681082,664761,607208,669016,679032,592206,"53.6",,,,,,,,4,4,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",107,"0","0.028",,
